"title","link","description","pubDate","releaseDate","guid","episodeType","episode","itunes_title","author","explicit","image","enclosure","duration","subtitle","summary","clean"
"150: Kids As Adults","https://www.thisamericanlife.org/150/kids-as-adults","","2000-01-21T00:00:00-05:00","2000-01-21T00:00:00-00:00","","Full","150","Kids As Adults","This American Life","yes","","","","Stories of kids trying to act like adults—some by choice—some because they're forced to.","",""
"149: Bedside Diplomacy","https://www.thisamericanlife.org/149/bedside-diplomacy","","2000-01-14T00:00:00-05:00","2000-01-14T00:00:00-00:00","","Full","149","Bedside Diplomacy","This American Life","yes","","","","In the hospital, we're in a place that has its own rules and its own language and its own customs.","",""
"148: The Angels Wanna Wear My Red Suit","https://www.thisamericanlife.org/148/the-angels-wanna-wear-my-red-suit","","1999-12-24T00:00:00-05:00","1999-12-24T00:00:00-00:00","","Full","148","The Angels Wanna Wear My Red Suit","This American Life","yes","","","","The many, many different versions of Santa Claus.","",""
"147: A Teenager's Guide to God","https://www.thisamericanlife.org/147/a-teenagers-guide-to-god","","1999-12-17T00:00:00-05:00","1999-12-17T00:00:00-00:00","","Full","147","A Teenager's Guide to God","This American Life","yes","","","","Oh faithless and perverse generation? How long shall I be with you? How long shall I bear with you?—Matthew 17.","",""
"146: Urban Nature","https://www.thisamericanlife.org/146/urban-nature","","1999-12-10T00:00:00-05:00","1999-12-10T00:00:00-00:00","","Full","146","Urban Nature","This American Life","yes","","","","David Rakoff visits Iceland, where the government is careful not to disturb certain boulders because some people believe that elves live there.","",""
"145: Poultry Slam 1999","https://www.thisamericanlife.org/145/poultry-slam-1999","","1999-11-26T00:00:00-05:00","1999-11-26T00:00:00-00:00","","Full","145","Poultry Slam 1999","This American Life","yes","","","","Our annual program about turkeys, chickens, fowl of all types, and their mysterious hold over our imaginations.","",""
"144: Where Words Fail","https://www.thisamericanlife.org/144/where-words-fail","","1999-11-05T00:00:00-05:00","1999-11-05T00:00:00-00:00","","Full","144","Where Words Fail","This American Life","yes","","","","People struggle to invent words adequate to cope with death.","",""
"143: Sentencing","https://www.thisamericanlife.org/143/sentencing","","1999-10-22T00:00:00-04:00","1999-10-22T00:00:00-00:00","","Full","143","Sentencing","This American Life","yes","","","","Have mandatory minimum sentences gone too far?","",""
"142: Barbara","https://www.thisamericanlife.org/142/barbara","","1999-10-15T00:00:00-04:00","1999-10-15T00:00:00-00:00","","Full","142","Barbara","This American Life","yes","","","","We hear the story of one African-American single mother who recorded her family's life over the course of seven months.","",""
"141: Invisible Worlds","https://www.thisamericanlife.org/141/invisible-worlds","","1999-10-01T00:00:00-04:00","1999-10-01T00:00:00-00:00","","Full","141","Invisible Worlds","This American Life","yes","","","","Stories of people who are trying to make invisible worlds visible.","",""
"140: Family Business","https://www.thisamericanlife.org/140/family-business","","1999-09-24T00:00:00-04:00","1999-09-24T00:00:00-00:00","","Full","140","Family Business","This American Life","yes","","","","What happens when the tension of family dynamics collides with the pressure of capitalist market forces.","",""
"139: Ghosts of Elections Past","https://www.thisamericanlife.org/139/ghosts-of-elections-past","","1999-09-03T00:00:00-04:00","1999-09-03T00:00:00-00:00","","Full","139","Ghosts of Elections Past","This American Life","yes","","","","Stories designed to provide some small sense of hope about American politics.","",""
"138: The Real Thing","https://www.thisamericanlife.org/138/the-real-thing","","1999-08-27T00:00:00-04:00","1999-08-27T00:00:00-00:00","","Full","138","The Real Thing","This American Life","yes","","","","Stories of people drawn to some idea, some picture, some ""thing"" that they just want to be.","",""
"137: The Book That Changed Your Life","https://www.thisamericanlife.org/137/the-book-that-changed-your-life","","1999-08-20T00:00:00-04:00","1999-08-20T00:00:00-00:00","","Full","137","The Book That Changed Your Life","This American Life","yes","","","","We want to believe our lives can be changed by a set of ideas contained in a book.","",""
"136: You Are Here","https://www.thisamericanlife.org/136/you-are-here","","1999-08-06T00:00:00-04:00","1999-08-06T00:00:00-00:00","","Full","136","You Are Here","This American Life","yes","","","","Three stories, three people, and three sets of maps.","",""
"135: Allure of Crime","https://www.thisamericanlife.org/135/allure-of-crime","","1999-07-23T00:00:00-04:00","1999-07-23T00:00:00-00:00","","Full","135","Allure of Crime","This American Life","yes","","","","Through our crimes, we express who we are.","",""
"134: We Didn’t","https://www.thisamericanlife.org/134/we-didnt","","1999-07-09T00:00:00-04:00","1999-07-09T00:00:00-00:00","","Full","134","We Didn’t","This American Life","yes","","","","It turns out that not falling in love, not doing our jobs, not spending time with our families is every bit as vivid and complicated an experience as doing something.","",""
"133: Sales","https://www.thisamericanlife.org/133/sales","","1999-06-25T00:00:00-04:00","1999-06-25T00:00:00-00:00","","Full","133","Sales","This American Life","yes","","","","We accompany a Hollywood screenwriter as he tries to sell a movie idea and find ourselves asking, is the art of commerce better than the art of art?","",""
"132: Father’s Day ‘99","https://www.thisamericanlife.org/132/fathers-day-99","","1999-06-18T00:00:00-04:00","1999-06-18T00:00:00-00:00","","Full","132","Father’s Day ‘99","This American Life","yes","","","","Photographer Joel Meyerowitz goes on a last big trip with his father, who has Alzheimer's, and his son.","",""
"131: The Kids Are Alright","https://www.thisamericanlife.org/131/the-kids-are-alright","","1999-06-04T00:00:00-04:00","1999-06-04T00:00:00-00:00","","Full","131","The Kids Are Alright","This American Life","yes","","","","Stories in which young people take matters into their own hands, broadcast for the tenth anniversary of the crackdown at Tiananmen Square.","",""
"130: Away From Home","https://www.thisamericanlife.org/130/away-from-home","","1999-05-21T00:00:00-04:00","1999-05-21T00:00:00-00:00","","Full","130","Away From Home","This American Life","yes","","","","Stories of people going home to places they've never been before.","",""
"129: Advice","https://www.thisamericanlife.org/129/advice","","1999-05-14T00:00:00-04:00","1999-05-14T00:00:00-00:00","","Full","129","Advice","This American Life","yes","","","","What if you asked people for advice and actually took ALL of the advice that everyone gave you? Sarah Vowell tried exactly that.","",""
"128: Four Corners","https://www.thisamericanlife.org/128/four-corners","","1999-04-30T00:00:00-04:00","1999-04-30T00:00:00-00:00","","Full","128","Four Corners","This American Life","yes","","","","We try to tell the story of life in America through portraits of life in four different states across the nation.","",""
"127: Pimp Anthropology","https://www.thisamericanlife.org/127/pimp-anthropology","","1999-04-16T00:00:00-04:00","1999-04-16T00:00:00-00:00","","Full","127","Pimp Anthropology","This American Life","yes","","","","A former pimp tells how he and three childhood friends became pimps in the 1970s in Oakland, California.","",""
"126: Do-Gooders","https://www.thisamericanlife.org/126/do-gooders","","1999-04-09T00:00:00-04:00","1999-04-09T00:00:00-00:00","","Full","126","Do-Gooders","This American Life","yes","","","","Two do-gooders try to change things in their hometown for the better. But the more they try, the more people resent them.","",""
"125: Apocalypse","https://www.thisamericanlife.org/125/apocalypse","","1999-04-02T00:00:00-05:00","1999-04-02T00:00:00-00:00","","Full","125","Apocalypse","This American Life","yes","","","","Fundamentalist Christians and Orthodox Jews are combining forces to breed a perfect red cow that could bring about the end of the world.","",""
"124: Welcome to America","https://www.thisamericanlife.org/124/welcome-to-america","","1999-03-19T00:00:00-05:00","1999-03-19T00:00:00-00:00","","Full","124","Welcome to America","This American Life","yes","","","","Stories of people moving to this country: what they see and hear that those of us who were born here don't.","",""
"123: High Cost of Living","https://www.thisamericanlife.org/123/high-cost-of-living","","1999-02-26T00:00:00-05:00","1999-02-26T00:00:00-00:00","","Full","123","High Cost of Living","This American Life","yes","","","","Stories of people who choose not to live every moment to the fullest or smell the roses.","",""
"122: Valentine’s Day ’99","https://www.thisamericanlife.org/122/valentines-day-99","","1999-02-12T00:00:00-05:00","1999-02-12T00:00:00-00:00","","Full","122","Valentine’s Day ’99","This American Life","yes","","","","Stories of impossible love and heartbreak.","",""
"121: Twentieth Century Man","https://www.thisamericanlife.org/121/twentieth-century-man","","1999-01-29T00:00:00-05:00","1999-01-29T00:00:00-00:00","","Full","121","Twentieth Century Man","This American Life","yes","","","","What happens if you're too good at throwing everything out and starting over?","",""
"120: Be Careful Who You Pretend to Be","https://www.thisamericanlife.org/120/be-careful-who-you-pretend-to-be","","1999-01-22T00:00:00-05:00","1999-01-22T00:00:00-00:00","","Full","120","Be Careful Who You Pretend to Be","This American Life","yes","","","","Three stories of people pretending to be something they're not, and what happens to them.","",""
"119: Lockup","https://www.thisamericanlife.org/119/lockup","","1999-01-08T00:00:00-05:00","1999-01-08T00:00:00-00:00","","Full","119","Lockup","This American Life","yes","","","","Stories of the lives of prisoners in the United States, and the lives of their families.","",""
"118: What You Lookin’ At?","https://www.thisamericanlife.org/118/what-you-lookin-at","","1998-12-18T00:00:00-05:00","1998-12-18T00:00:00-00:00","","Full","118","What You Lookin’ At?","This American Life","yes","","","","Stories about seeing and being seen, taped before a live audience in Town Hall in New York City.","",""
"117: You Gonna Eat That?","https://www.thisamericanlife.org/117/you-gonna-eat-that","","1998-12-11T00:00:00-05:00","1998-12-11T00:00:00-00:00","","Full","117","You Gonna Eat That?","This American Life","yes","","","","The family table is stage on which many family dramas are played out.","",""
"116: Poultry Slam 1998","https://www.thisamericanlife.org/116/poultry-slam-1998","","1998-11-27T00:00:00-05:00","1998-11-27T00:00:00-00:00","","Full","116","Poultry Slam 1998","This American Life","yes","","","","Our annual program about turkeys, chickens, and fowl of all types.","",""
"115: First Day","https://www.thisamericanlife.org/115/first-day","","1998-11-13T00:00:00-05:00","1998-11-13T00:00:00-00:00","","Full","115","First Day","This American Life","yes","","","","A rookie cop and a squirrel, and other stories of first days on the job.","",""
"114: Last Words","https://www.thisamericanlife.org/114/last-words","","1998-10-23T00:00:00-04:00","1998-10-23T00:00:00-00:00","","Full","114","Last Words","This American Life","yes","","","","Stories of people's last words before death.","",""
"113: Windfall","https://www.thisamericanlife.org/113/windfall","","1998-10-16T00:00:00-04:00","1998-10-16T00:00:00-00:00","","Full","113","Windfall","This American Life","yes","","","","What happens when you suddenly strike it rich?","",""
"112: Ladies and Germs","https://www.thisamericanlife.org/112/ladies-and-germs","","1998-10-02T00:00:00-04:00","1998-10-02T00:00:00-00:00","","Full","112","Ladies and Germs","This American Life","yes","","","","How irrational fear of germs means that you aren't going to get good apple cider in your local supermarket this fall.","",""
"111: Adventures in the Simple Life","https://www.thisamericanlife.org/111/adventures-in-the-simple-life","","1998-09-11T00:00:00-04:00","1998-09-11T00:00:00-00:00","","Full","111","Adventures in the Simple Life","This American Life","yes","","","","I thought this was supposed to be easy.","",""
"110: Mapping","https://www.thisamericanlife.org/110/mapping","","1998-09-04T00:00:00-04:00","1998-09-04T00:00:00-00:00","","Full","110","Mapping","This American Life","yes","","","","The world redrawn by the five senses.","",""
"109: Notes on Camp","https://www.thisamericanlife.org/109/notes-on-camp","","1998-08-28T00:00:00-04:00","1998-08-28T00:00:00-00:00","","Full","109","Notes on Camp","This American Life","yes","","","","We attempt to bridge the gap of misunderstanding between camp people and non-camp people.","",""
"108: Truth and Lies at Age Ten","https://www.thisamericanlife.org/108/truth-and-lies-at-age-ten","","1998-08-07T00:00:00-04:00","1998-08-07T00:00:00-00:00","","Full","108","Truth and Lies at Age Ten","This American Life","yes","","","","A woman who'd been diagnosed with cystic fibrosis talks about the lies she told herself as a child.","",""
"107: Trail of Tears (1998)","https://www.thisamericanlife.org/107/trail-of-tears-1998","","1998-07-03T00:00:00-04:00","1998-07-03T00:00:00-00:00","","Full","107","Trail of Tears (1998)","This American Life","yes","","","","Sarah Vowell re-traces the route her Cherokee ancestors took when expelled from their own land by President Andrew Jackson.","",""
"106: Father’s Day ‘98","https://www.thisamericanlife.org/106/fathers-day-98","","1998-06-19T00:00:00-04:00","1998-06-19T00:00:00-00:00","","Full","106","Father’s Day ‘98","This American Life","yes","","","","Stories in which fathers and their kids sit down and try to have an honest moment together.","",""
"105: Take A Negro Home","https://www.thisamericanlife.org/105/take-a-negro-home","","1998-06-12T00:00:00-04:00","1998-06-12T00:00:00-00:00","","Full","105","Take A Negro Home","This American Life","yes","","","","Two stories of people who try to cross the color line, and why it's still so hard.","",""
"104: Music Lessons","https://www.thisamericanlife.org/104/music-lessons","","1998-06-05T00:00:00-04:00","1998-06-05T00:00:00-00:00","","Full","104","Music Lessons","This American Life","yes","","","","David Sedaris and Sarah Vowell on what's frustrating about music lessons, what's miraculous about them, and what they actually teach us.","",""
"103: Scenes from A Transplant","https://www.thisamericanlife.org/103/scenes-from-a-transplant","","1998-05-29T00:00:00-04:00","1998-05-29T00:00:00-00:00","","Full","103","Scenes from A Transplant","This American Life","yes","","","","An NPR reporter leaves her three-year-old son and heads to Omaha—for cancer treatment, and a last chance to save her life.","",""
"102: Road Trip!","https://www.thisamericanlife.org/102/road-trip","","1998-05-22T00:00:00-04:00","1998-05-22T00:00:00-00:00","","Full","102","Road Trip!","This American Life","yes","","","","With so many songs, movies, and books about the joy of the open road, it's hard to take just a normal road trip without huge expectations.","",""
"101: Niagara","https://www.thisamericanlife.org/101/niagara","","1998-05-01T00:00:00-04:00","1998-05-01T00:00:00-00:00","","Full","101","Niagara","This American Life","yes","","","","The story of a town that started with something huge—the falls—and built nothing lasting from it.","",""
"100: Radio","https://www.thisamericanlife.org/100/radio","","1998-04-24T00:00:00-04:00","1998-04-24T00:00:00-00:00","","Full","100","Radio","This American Life","yes","","","","A radio show about what makes radio so great, and what makes it so terrible.","",""
"99: I Enjoy Being A Girl, Sort Of","https://www.thisamericanlife.org/99/i-enjoy-being-a-girl-sort-of","","1998-04-10T00:00:00-04:00","1998-04-10T00:00:00-00:00","","Full","99","I Enjoy Being A Girl, Sort Of","This American Life","yes","","","","Variations on what it means to be a girl and what it means to be a woman.","",""
"98: Throwing the First Punch","https://www.thisamericanlife.org/98/throwing-the-first-punch","","1998-03-27T00:00:00-05:00","1998-03-27T00:00:00-00:00","","Full","98","Throwing the First Punch","This American Life","yes","","","","Stories about what it means to be a person who throws the first punch, and how hard it is to give up.","",""
"97: Death to Wacky","https://www.thisamericanlife.org/97/death-to-wacky","","1998-03-20T00:00:00-05:00","1998-03-20T00:00:00-00:00","","Full","97","Death to Wacky","This American Life","yes","","","","David Sedaris tells true stories of photographers who try to take pictures of him which will make him seem ""wacky."" That, and other stories of wackiness.","",""
"96: Pinned by History","https://www.thisamericanlife.org/96/pinned-by-history","","1998-03-13T00:00:00-05:00","1998-03-13T00:00:00-00:00","","Full","96","Pinned by History","This American Life","yes","","","","Stories of people who were lifted out of everyday life, thrown into much bigger events, and how that made sense of what they did years after the fact.","",""
"95: Monogamy","https://www.thisamericanlife.org/95/monogamy","","1998-03-06T00:00:00-05:00","1998-03-06T00:00:00-00:00","","Full","95","Monogamy","This American Life","yes","","","","Stories of people struggling to redefine monogamy, to stay monogamous, and what we should make of these ad hoc experiments in everyday life.","",""
"94: How To","https://www.thisamericanlife.org/94/how-to","","1998-02-27T00:00:00-05:00","1998-02-27T00:00:00-00:00","","Full","94","How To","This American Life","yes","","","","Ira teaches Sarah Vowell how to drive with some advice from the hosts of Car Talk.","",""
"93: Valentine’s Day ’98","https://www.thisamericanlife.org/93/valentines-day-98","","1998-02-13T00:00:00-05:00","1998-02-13T00:00:00-00:00","","Full","93","Valentine’s Day ’98","This American Life","yes","","","","Stories about couples that all take place decades after that moment their eyes first meet.","",""
"92: Leave the Mask On","https://www.thisamericanlife.org/92/leave-the-mask-on","","1998-02-06T00:00:00-05:00","1998-02-06T00:00:00-00:00","","Full","92","Leave the Mask On","This American Life","yes","","","","When someone tries to tell you a little bit more about themselves than you'd really rather know.","",""
"91: Escape the Box","https://www.thisamericanlife.org/91/escape-the-box","","1998-01-30T00:00:00-05:00","1998-01-30T00:00:00-00:00","","Full","91","Escape the Box","This American Life","yes","","","","Stories of people trying to escape the box of their own lives, and create new lives.","",""
"90: Telephone","https://www.thisamericanlife.org/90/telephone","","1998-01-16T00:00:00-05:00","1998-01-16T00:00:00-00:00","","Full","90","Telephone","This American Life","yes","","","","The story of a teenager, illegal drug use, lying, stealing, and a kid's life changed completely when he heard how he sounded on the phone.","",""
"89: Sibling Rivalry","https://www.thisamericanlife.org/89/sibling-rivalry","","1998-01-09T00:00:00-05:00","1998-01-09T00:00:00-00:00","","Full","89","Sibling Rivalry","This American Life","yes","","","","Stories about people who are destined to fight: brothers and sisters.","",""
"88: Numbers","https://www.thisamericanlife.org/88/numbers","","1998-01-02T00:00:00-05:00","1998-01-02T00:00:00-00:00","","Full","88","Numbers","This American Life","yes","","","","People trying to use numbers to describe things that should not be quantified.","",""
"87: A Very Special Sedaris Christmas","https://www.thisamericanlife.org/87/a-very-special-sedaris-christmas","","1997-12-19T00:00:00-05:00","1997-12-19T00:00:00-00:00","","Full","87","A Very Special Sedaris Christmas","This American Life","yes","","","","Holiday stories from David Sedaris and Julia Sweeney.","",""
"86: How to Take Money from Strangers","https://www.thisamericanlife.org/86/how-to-take-money-from-strangers","","1997-12-12T00:00:00-05:00","1997-12-12T00:00:00-00:00","","Full","86","How to Take Money from Strangers","This American Life","yes","","","","A con man who's so good he's thanked.","",""
"85: Poultry Slam 1997","https://www.thisamericanlife.org/85/poultry-slam-1997","","1997-12-05T00:00:00-05:00","1997-12-05T00:00:00-00:00","","Full","85","Poultry Slam 1997","This American Life","yes","","","","Chickens and turkeys are a mirror of ourselves.","",""
"84: Harold","https://www.thisamericanlife.org/84/harold","","1997-11-21T00:00:00-05:00","1997-11-21T00:00:00-00:00","","Full","84","Harold","This American Life","yes","","","","The story of Harold Washington and the white backlash that was set off when he became Chicago's first black mayor.","",""
"83: One of Us","https://www.thisamericanlife.org/83/one-of-us","","1997-11-14T00:00:00-05:00","1997-11-14T00:00:00-00:00","","Full","83","One of Us","This American Life","yes","","","","Stories of outsiders who want to be insiders, and vice versa.","",""
"82: Haunted","https://www.thisamericanlife.org/82/haunted","","1997-10-31T00:00:00-05:00","1997-10-31T00:00:00-00:00","","Full","82","Haunted","This American Life","yes","","","","Stories of people who are haunted, not by ghosts or phantoms, but by other people.","",""
"81: Guns","https://www.thisamericanlife.org/81/guns","","1997-10-24T00:00:00-04:00","1997-10-24T00:00:00-00:00","","Full","81","Guns","This American Life","yes","","","","Americans who love their guns, and the Americans who love them.","",""
"80: Running After Antelope","https://www.thisamericanlife.org/80/running-after-antelope","","1997-10-17T00:00:00-04:00","1997-10-17T00:00:00-00:00","","Full","80","Running After Antelope","This American Life","yes","","","","Scott Carrier with the latest installment in his 12-year quest to chase down and catch an antelope.","",""
"79: Stuck in the Wrong Decade","https://www.thisamericanlife.org/79/stuck-in-the-wrong-decade","","1997-10-10T00:00:00-04:00","1997-10-10T00:00:00-00:00","","Full","79","Stuck in the Wrong Decade","This American Life","yes","","","","People stuck in the wrong decade, or simply carrying a lot of the props from another decade.","",""
"78: How Bad Is Bad?","https://www.thisamericanlife.org/78/how-bad-is-bad","","1997-10-03T00:00:00-04:00","1997-10-03T00:00:00-00:00","","Full","78","How Bad Is Bad?","This American Life","yes","","","","Ira Glass talks to three teenage boys who buy computer equipment using stolen credit card numbers. And other stories.","",""
"77: Pray","https://www.thisamericanlife.org/77/pray","","1997-09-26T00:00:00-04:00","1997-09-26T00:00:00-00:00","","Full","77","Pray","This American Life","yes","","","","Can the secular world and the religious world understand each other?","",""
"76: Mob","https://www.thisamericanlife.org/76/mob","","1997-09-19T00:00:00-04:00","1997-09-19T00:00:00-00:00","","Full","76","Mob","This American Life","yes","","","","The mob as portrayed in movies, and as it is in real life. And its hold over us.","",""
"75: Kindness of Strangers","https://www.thisamericanlife.org/75/kindness-of-strangers","","1997-09-12T00:00:00-04:00","1997-09-12T00:00:00-00:00","","Full","75","Kindness of Strangers","This American Life","yes","","","","A locksmith tells the story of an act of kindness he committed, hoping for a small reward. That, and other stories of kindness in New York City.","",""
"74: Conventions","https://www.thisamericanlife.org/74/conventions","","1997-08-29T00:00:00-04:00","1997-08-29T00:00:00-00:00","","Full","74","Conventions","This American Life","yes","","","","What happens when people with a common interest gather in fluorescent-lit halls? Sometimes they drive each other crazy, sometimes they fall in love.","",""
"73: Blame It on Art","https://www.thisamericanlife.org/73/blame-it-on-art","","1997-08-22T00:00:00-04:00","1997-08-22T00:00:00-00:00","","Full","73","Blame It on Art","This American Life","yes","","","","Mona LisaThe darker side of the art world: petty jealousies, competitiveness, failure.","",""
"72: Trek","https://www.thisamericanlife.org/72/trek","","1997-08-08T00:00:00-04:00","1997-08-08T00:00:00-00:00","","Full","72","Trek","This American Life","yes","","","","The story of two Americans—one white, one black—who go to South Africa and have very different opinions about what they find.","",""
"71: Defying Sickness","https://www.thisamericanlife.org/71/defying-sickness","","1997-08-01T00:00:00-04:00","1997-08-01T00:00:00-00:00","","Full","71","Defying Sickness","This American Life","yes","","","","A man goes on a last big trip with his father who has Alzheimer's.","",""
"70: Other People's Mail","https://www.thisamericanlife.org/70/other-peoples-mail","","1997-07-25T00:00:00-04:00","1997-07-25T00:00:00-00:00","","Full","70","Other People's Mail","This American Life","yes","","","","Four stories of people who read other people's mail, and what happens to them once they get caught up in these other lives.","",""
"69: Dream House","https://www.thisamericanlife.org/69/dream-house","","1997-07-18T00:00:00-04:00","1997-07-18T00:00:00-00:00","","Full","69","Dream House","This American Life","yes","","","","Parents moving the family to some new place, hoping it works out for the kids.","",""
"68: Lincoln's Second Inaugural","https://www.thisamericanlife.org/68/lincolns-second-inaugural","","1997-07-04T00:00:00-04:00","1997-07-04T00:00:00-00:00","","Full","68","Lincoln's Second Inaugural","This American Life","yes","","","","We look at the legacy of the most moving, poetic inaugural speech in American history.","",""
"67: Your Dream, My Nightmare","https://www.thisamericanlife.org/67/your-dream-my-nightmare","","1997-06-27T00:00:00-04:00","1997-06-27T00:00:00-00:00","","Full","67","Your Dream, My Nightmare","This American Life","yes","","","","An interracial couple takes a plantation tour. And other stories in which someone's dream is someone else's nightmare.","",""
"66: Tales from the Net","https://www.thisamericanlife.org/66/tales-from-the-net","","1997-06-06T00:00:00-04:00","1997-06-06T00:00:00-00:00","","Full","66","Tales from the Net","This American Life","yes","","","","Listeners sent us samples of what they're finding on the internet, including postings from Usenet groups, favorite web pages, and their own email.","",""
"65: Who's Canadian?","https://www.thisamericanlife.org/65/whos-canadian","","1997-05-30T00:00:00-04:00","1997-05-30T00:00:00-00:00","","Full","65","Who's Canadian?","This American Life","yes","","","","Canadians claim they're no different from red-blooded Americans. We put their position to the test.","",""
"64: Summer","https://www.thisamericanlife.org/64/summer","","1997-05-23T00:00:00-04:00","1997-05-23T00:00:00-00:00","","Full","64","Summer","This American Life","yes","","","","We want summer to be this wonderful break, but so often it fails to deliver.","",""
"63: One Thing","https://www.thisamericanlife.org/63/one-thing","","1997-05-09T00:00:00-04:00","1997-05-09T00:00:00-00:00","","Full","63","One Thing","This American Life","yes","","","","A man tries to run for President as a utopian nudist, and other stories of people whose lives are organized around one thing.","",""
"62: Something for Nothing","https://www.thisamericanlife.org/62/something-for-nothing","","1997-05-02T00:00:00-04:00","1997-05-02T00:00:00-00:00","","Full","62","Something for Nothing","This American Life","yes","","","","Twenty-four people put one hand on a Hardbody pickup truck and wait...until only one person is left standing. Plus other stories of people trying to get rich quick.","",""
"61: Fiasco! (1997)","https://www.thisamericanlife.org/61/fiasco-1997","","1997-04-25T00:00:00-04:00","1997-04-25T00:00:00-00:00","","Full","61","Fiasco! (1997)","This American Life","yes","","","","Stories of when things go wrong. Really wrong.","",""
"60: Business of Death","https://www.thisamericanlife.org/60/business-of-death","","1997-04-18T00:00:00-04:00","1997-04-18T00:00:00-00:00","","Full","60","Business of Death","This American Life","yes","","","","Stories of people for whom death is a job—undertakers, homicide detectives, slaughterhouse workers, and others.","",""
"59: Fire","https://www.thisamericanlife.org/59/fire","","1997-04-11T00:00:00-04:00","1997-04-11T00:00:00-00:00","","Full","59","Fire","This American Life","yes","","","","Stories about people who are not afraid of fire, though perhaps they should be.","",""
"58: Small Towns","https://www.thisamericanlife.org/58/small-towns","","1997-04-04T00:00:00-05:00","1997-04-04T00:00:00-00:00","","Full","58","Small Towns","This American Life","yes","","","","The claustrophobia, freedom, and yearning people feel in small towns.","",""
"57: Delivery","https://www.thisamericanlife.org/57/delivery","","1997-03-14T00:00:00-05:00","1997-03-14T00:00:00-00:00","","Full","57","Delivery","This American Life","yes","","","","Stories about the delivery business and the people in it: UPS men, bike messengers, FedEx dispatchers.","",""
"56: Name Change","https://www.thisamericanlife.org/56/name-change","","1997-03-07T00:00:00-05:00","1997-03-07T00:00:00-00:00","","Full","56","Name Change","This American Life","yes","","","","Name changes are particularly American stories: they're the dream of starting over with a clean slate.","",""
"55: Three Women and the Sex Industry","https://www.thisamericanlife.org/55/three-women-and-the-sex-industry","","1997-02-28T00:00:00-05:00","1997-02-28T00:00:00-00:00","","Full","55","Three Women and the Sex Industry","This American Life","yes","","","","Radio producer Sandy Tolan was supposed to do a documentary about strippers with an aspiring writer—and stripper—named Susan. But then Susan disappeared.","",""
"54: Sinatra","https://www.thisamericanlife.org/54/sinatra","","1997-02-21T00:00:00-05:00","1997-02-21T00:00:00-00:00","","Full","54","Sinatra","This American Life","yes","","","","Stories, tributes, and attempts to understand the Chairman of the Board.","",""
"53: Valentine’s Day ‘97","https://www.thisamericanlife.org/53/valentines-day-97","","1997-02-07T00:00:00-05:00","1997-02-07T00:00:00-00:00","","Full","53","Valentine’s Day ‘97","This American Life","yes","","","","Stories about our parents falling in love.","",""
"52: Edge of Sanity","https://www.thisamericanlife.org/52/edge-of-sanity","","1997-01-31T00:00:00-05:00","1997-01-31T00:00:00-00:00","","Full","52","Edge of Sanity","This American Life","yes","","","","Stories about the border between mental health and mental illness.","",""
"51: Animals Die, People Ponder","https://www.thisamericanlife.org/51/animals-die-people-ponder","","1997-01-24T00:00:00-05:00","1997-01-24T00:00:00-00:00","","Full","51","Animals Die, People Ponder","This American Life","yes","","","","Stories of people who handle dead animals. (Don't worry—it's not as gross as it sounds.) Featuring a story by George Saunders.","",""
"50: Shoulda Been Dead","https://www.thisamericanlife.org/50/shoulda-been-dead","","1997-01-17T00:00:00-05:00","1997-01-17T00:00:00-00:00","","Full","50","Shoulda Been Dead","This American Life","yes","","","","A man decides to live as if he'll die in six months. That, and other stories of starting life over.","",""
"49: Animals","https://www.thisamericanlife.org/49/animals","","1997-01-10T00:00:00-05:00","1997-01-10T00:00:00-00:00","","Full","49","Animals","This American Life","yes","","","","Stories about the animalness of animals, the irreducible ways in which they are not human.","",""
"48: Justice","https://www.thisamericanlife.org/48/justice","","1997-01-03T00:00:00-05:00","1997-01-03T00:00:00-00:00","","Full","48","Justice","This American Life","yes","","","","A portrait of Americans at the International Tribunal.","",""
"47: Christmas and Commerce","https://www.thisamericanlife.org/47/christmas-and-commerce","","1996-12-20T00:00:00-05:00","1996-12-20T00:00:00-00:00","","Full","47","Christmas and Commerce","This American Life","yes","","","","The intersection of Christmas and retail, including David Sedaris's ""Santaland Diaries.""","",""
"46: Sissies","https://www.thisamericanlife.org/46/sissies","","1996-12-13T00:00:00-05:00","1996-12-13T00:00:00-00:00","","Full","46","Sissies","This American Life","yes","","","","A family where the father was one kind of sissy and the son was another kind, and how the family was destroyed despite the fact that no one wanted it to be.","",""
"45: Media Fringe","https://www.thisamericanlife.org/45/media-fringe","","1996-12-06T00:00:00-05:00","1996-12-06T00:00:00-00:00","","Full","45","Media Fringe","This American Life","yes","","","","People struggling at the fringes of our nation's infotainment industry.","",""
"44: Poultry Slam 1996","https://www.thisamericanlife.org/44/poultry-slam-1996","","1996-11-29T00:00:00-05:00","1996-11-29T00:00:00-00:00","","Full","44","Poultry Slam 1996","This American Life","yes","","","","Stories about turkeys, chickens, ducks, and fowl of all kinds.","",""
"43: Faustian Bargains","https://www.thisamericanlife.org/43/faustian-bargains","","1996-11-22T00:00:00-05:00","1996-11-22T00:00:00-00:00","","Full","43","Faustian Bargains","This American Life","yes","","","","People who made a deal with the devil.","",""
